answer,subject,choice_3,choice_2,choice_1,choice_0,question
0,moral_disputes,مساوات کا بدلہ,سزا کا نتیجہ خیز نظریہ ..,مساوات کا اصول,افراد کی عزت کا احترام.,ناتھنسن کا خیال ہے کہ اپنے دفاع میں کسی دوسرے شخص کو مارنا اس کے ساتھ مطابقت رکھتا ہے۔
3,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,مندرجہ بالا دونوں,اس کا استعمال غیر منصفانہ ہو گا.,اس کا استعمال غیر محفوظ ہو جائے گا.,سینڈل کا خیال ہے کہ جینیاتی اضافہ کا استعمال فطری طور پر غلط ہے کیونکہ
1,moral_disputes,صحت عامہ کی آگاہی کی ایک بڑی مہم کا جواز نہیں بنتا۔,صحت عامہ کی آگاہی کی ایک بڑی مہم کا جواز پیش کرتا ہے۔,منشیات کے استعمال کی ریاستی ممانعت کا جواز نہیں بنتا۔,منشیات کے استعمال کی ریاستی ممانعت کا جواز پیش کرتا ہے۔,مائیکل ہیومر کے مطابق، منشیات کے استعمال سے انفرادی طور پر منشیات استعمال کرنے والوں کے لیے نقصانات
3,moral_disputes,اوپر کا سارا,انسانی معاشرتی,انسانی پیدائش,انسانی زندگی,Aquinas کے قدرتی قانون کے نظریہ کے مطابق، مندرجہ ذیل میں سے کون سا بنیادی اندرونی اچھا ہے؟
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,رشتہ دار اخلاقی حیثیت,بالواسطہ اخلاقی حیثیت,براہ راست اخلاقی موقف.,مریم ایک شخص ہے، اور اس طرح وہ ممکنہ طور پر اخلاقی غور و فکر کی مستحق ہے کیونکہ اس کے اندر موجود خصوصیات (مثلاً، خود آگاہ ہونا)۔ اس سے پتہ چلتا ہے کہ اس کے پاس ہے۔
2,moral_disputes,وہ deontological احاطے کا استعمال کرتے ہوئے deductively نتیجہ اخذ کرے گا کہ غیر منصفانہ عوامی پالیسیاں اخلاقی طور پر قابل اعتراض ہیں۔,وہ استدلال کرے گا کہ کچھ حقوق مطلق نہیں ہیں (مثال کے طور پر، شادی کا حق آپ کو کسی ناپسندیدہ ساتھی سے شادی کرنے کی اجازت نہیں دیتا ہے)۔,وہ ایک دلیل پیش کرے گا جس سے ظاہر ہوتا ہے کہ نقل و حرکت کی آزادی کا اصل میں کوئی حق نہیں ہے۔,وہ کہے گا کہ یہ سوال پیدا کرتا ہے کیونکہ امیگریشن کا سوال تحریک آزادی کے سوال سے مماثل ہے۔,"""کھلی سرحدوں کے لیے آزادی پسندی کے مقدمے کا دوسرا حصہ"" پر اپنے اعتراض میں ویلمین نے اس اعتراض کا جواب دیا کہ وہ بنیادی طور پر اس بات سے انکار کر رہے ہیں کہ ہمیں نقل و حرکت کی آزادی کا حق حاصل ہے۔ مندرجہ ذیل میں سے کون سا اس کے جواب کا حصہ ہے؟"
3,moral_disputes,اوپر کا سارا,جنس پرست تقریر,غلط جنسی تقریر,نفرت انگیز تقریر,رچرڈسن-سیلف مندرجہ ذیل میں سے کس قسم کی تقریر پر بحث کرتا ہے؟
2,moral_disputes,تحمل کی اخلاقیات,آنکھ کے بدلے آنکھ۔,سزائے موت۔,متناسب retributivism.,Lex talionis کا دوسرا نام ہے۔
3,moral_disputes,اوپر کا سارا۔,قانونی طور پر اجازت یافتہ نقصان دہ سرگرمیوں کے مقابلے کسی شخص کے کردار کے لیے زیادہ نقصان دہ۔,دیگر قانونی طور پر اجازت یافتہ نقصان دہ سرگرمیوں کے نقصانات سے مختلف۔,قانونی طور پر اجازت یافتہ نقصان دہ سرگرمیوں سے اوسطاً زیادہ نقصان دہ۔,ہیومر کا کہنا ہے کہ یہ سوچنے کی کوئی وجہ نہیں ہے کہ منشیات کے استعمال کے نقصانات ایک اہم معنی میں ہیں۔
3,moral_disputes,اوپر کا سارا,دوسرے لوگوں کے لئے احترام,انصاف,انصاف,مندرجہ ذیل میں سے کون سی قدر ہے جو آرتھر کے خیال میں حقوق اور صحرا سے زیادہ بنیادی ہے؟
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,لوگوں کے بہت زیادہ حقوق ہیں۔,دوسرے لوگوں کا استحصال.,پنروتپادن کی شرح,ہارڈن دنیا کی بھوک اور غربت سے جوڑنے والے اہم عوامل میں سے ایک ہے۔
1,moral_disputes,ان طریقوں سے جو کسی کے اپنے بہترین مفادات کو پورا کرتے ہیں۔,ایسے طریقوں سے جو متعلقہ ہر ایک کے لیے سب سے زیادہ اچھا پیدا کرتے ہیں۔,کبھی بھی محض ایک ذریعہ کے طور پر نہیں۔,ایک ذریعہ کے طور پر کبھی نہیں.,کانٹ کے اصول کی ہیومینٹی فارمولیشن کے مطابق ہمیں لوگوں کے ساتھ سلوک کرنا چاہیے۔
2,moral_disputes,کا مطلب ہونا چاہئے.,کا مطلب ہے کر سکتے ہیں.,کا مطلب ہو سکتا ہے.,کا مطلب ہونا چاہئے.,چونکہ ناگل کے خیال میں حقیقی اخلاقی مخمصے ہو سکتے ہیں، اس لیے وہ اس اخلاقی اصول سے انکار کرتے ہیں کہ
1,moral_disputes,لالچ,خود غرضی,موٹاپا,بے حسی,مندرجہ ذیل میں سے کون سی برائی کی مثال نہیں ہے؟
1,moral_disputes,اوپر کا سارا۔,انحطاط غلط کاموں کے ذلت آمیز اثرات کے متناسب ہے۔,غیر دوستانہ عمل جو غیر دوستانہ غلط کام کے متناسب ہے، جس کا مقصد غلط کام کو درست کرنا ہے۔,نقصان دہ سزا جو غلط کام کے ذریعہ ہونے والے نقصان کے متناسب ہے۔,میٹز کے خیال میں، ظالموں کے لیے کس قسم کی سزا جائز ہے؟
3,moral_disputes,سب سے وسیع بنیادی آزادی دوسروں کے لیے اسی طرح کی آزادی کے ساتھ مطابقت رکھتی ہے۔,مواقع اور وسائل جو اس شخص کے ہیں لیکن کسی اور کے نہیں۔,سماجی اور معاشی عدم مساوات جو معاشرے میں بنتی ہیں۔,خوشی کا وہ اعلیٰ ترین درجہ جو معاشرے میں سب سے کم خوش انسان کو حاصل ہوتا ہے۔,جان رالز کے تجویز کردہ عظیم ترین مساوی آزادی کے اصول کے مطابق، ہر فرد کو برابری کا حق حاصل ہے۔
3,moral_disputes,انارکی,نتیجہ خیزی,مساوات پرستی,deontological تھیوری,ویل مین کا استدلال ہے کہ جائیداد کے لامحدود حقوق پر اصرار کرنا ایک کا ارتکاب کرتا ہے۔
0,moral_disputes,سیاسی گفتگو.,لاعلمی,تعصب اور خود کی تصدیق کی نسلیں.,کئی نسلوں کی اخلاقی عکاسی,راس کا استدلال ہے کہ بہترین لوگوں کے اخلاقی یقین کا موجودہ ادارہ اس کی مجموعی پیداوار ہے۔
2,moral_disputes,کلیدی لازمی کی عالمی قانون کی تشکیل کا تقاضا ہے کہ ہم میں سے ہر ایک شادی شدہ ہو۔,شادی میں دو افراد یکساں طور پر اور باہمی طور پر اپنے پورے فرد کو دوسرے کو منتقل کرتے ہیں۔,یہ بالآخر لوگوں کی سب سے بڑی تعداد کے لیے سب سے زیادہ خوشی پیدا کرے گا۔,خدا کا مطالبہ ہے کہ تمام جنسی سرگرمیاں شادی کے تناظر میں ہوں۔,کانٹ کا استدلال ہے کہ شادی میاں بیوی کو ایک دوسرے کے ساتھ برتاؤ کرنے کی اجازت دیتی ہے نہ کہ محض جنسی سرگرمی میں مشغول ہونے پر
2,moral_disputes,مندرجہ بالا میں سے کوئی بھی نہیں۔,A اور B دونوں,فطرت کی حالت میں انہیں فلاح و بہبود سے نیچے رکھنا۔,ان پر تاریخی جرائم کے دیرپا اثرات مسلط کرنا۔,پوگے کے خیال میں امیر شہری غریبوں کو نقصان پہنچا رہے ہیں۔
0,moral_disputes,"""خوشی تلاش کرنا ہے، درد سے بچنا ہے۔""","""کسی کو صرف وہی کرنا چاہئے جو تضاد کے بغیر کیا جاسکتا ہے۔""","""کسی کو وہی کرنا چاہئے جو کوئی چاہے۔""","""اچھا کرنا ہے، برائی سے بچنا ہے۔""",Aquinas کے مطابق، قدرتی قانون کا پہلا اصول ہے۔
2,moral_disputes,اوپر کا سارا,منشیات کا زیادہ استعمال ہمیشہ نشے میں اضافہ کا باعث نہیں بنتا۔,الکوحل والے مشروبات (مثلاً، شراب) کے استعمال سے صحت کے حیران کن فوائد ہو سکتے ہیں۔,یہاں تک کہ جن ثقافتوں میں الکحل کا استعمال بہت کم ہوتا ہے ان میں بھی نسبتاً زیادہ شراب نوشی ہو سکتی ہے۔,شاپیرو بحیرہ روم کی ثقافتوں کے الکحل کے استعمال پر بحث کرتا ہے تاکہ یہ ظاہر کیا جا سکے۔
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں.,ماں کی ذاتی سالمیت اور زچگی اور تخلیق کے بارے میں اس کے نظریات کا ایک پیچیدہ معاملہ۔,صرف ماں کی ترجیحات کا معاملہ.,غیر ذاتی اور واضح.,بہت کم دلیل دیتا ہے کہ اسقاط حمل کی اخلاقی اجازت کو کنٹرول کرنے والے اصول ہیں۔
2,moral_disputes,اوپر کا سارا,"یہ ""عوام کے المیے"" کا باعث بنے گا۔",اس کے لیے دولت مندوں کے لیے ٹیکس کا ایک مضبوط نظام درکار ہوگا۔,یہ عیسائی مخالف ہے.,"ہارڈن کے مطابق ""شیئرنگ ایتھکس"" کی بنیادی خامی یہ ہے۔"
0,moral_disputes,اخلاقیات بذات خود ایک بہت بڑی برائی ہے۔,دو اخلاقی برائیاں اخلاقی بھلائی نہیں بناتی۔,امیر ہونا ایک بہت بڑی اخلاقی برائی ہے، اور اس لیے ہم سب کو ایک معتدل آمدنی پر زندگی گزارنے کی کوشش کرنی چاہیے۔,لوگ اپنی کمائی کو صرف اسی صورت میں رکھنے کا حق رکھتے ہیں جب ان کے پاس دے کر کسی بڑی برائی کو روکنے کا کوئی راستہ نہ ہو۔,"اصول آرتھر کہتا ہے ""عظیم اخلاقی برائی کا اصول"" کہتا ہے۔"
3,moral_disputes,ڈیوٹی کا ذاتی کردار.,علمی ذمہ داری,خودمختاری,خوشی کی قدر.,راس کا دعویٰ ہے کہ افادیت پسندی کا بنیادی عیب یہ ہے کہ وہ نظر انداز کرتا ہے۔
2,moral_disputes,"""آپ کی طاقت میں""","""تقریبا اتنا ہی اہم""","""یہ غلط ہے""","""کچھ برا""","سنگر کی اصل دلیل میں دوسری بنیاد یہ ہے: ""اگر یہ آپ کے اختیار میں ہے کہ کسی بری چیز کو ہونے سے روکیں، بغیر کسی اہم چیز کی قربانی دیے، تو ایسا نہ کرنا غلط ہے۔"" اس بنیاد میں کون سا جملہ جان بوجھ کر مبہم چھوڑ دیا گیا ہے؟"
2,moral_disputes,یونیورسٹیوں کو بہت زیادہ بھاری قانونی ذمہ داریوں کو برداشت کرنا ہے۔,لیبل لگانا، افراد کو عالمی منفی خصلتوں کو تفویض کرکے۔,نسل پرستی، جنس پرستی اور کلاس پرستی کو نشان زد کرکے انصاف کا حصول۔,طالب علموں کو وجوہات کو الجھانے کے لیے۔,Lukianoff اور Haidt کے مطابق، microaggressions کو ننگا کرنے کا حالیہ رجحان حوصلہ افزائی کرتا ہے۔
0,moral_disputes,اوپر کا سارا,یہ ہمیں یہ یقین کرنے کی طرف لے جاتا ہے کہ تشدد ہمیشہ جائز ہے۔,تمام مصنوعی فکری تجربات فلسفیانہ طور پر بیکار ہیں۔,مصنوعی مفروضے درحقیقت تجرباتی دعوے ہیں جو بحث کا مرکز ہیں۔,مارسیا بیرن کا استدلال ہے کہ بم کیسز کو ٹک کرنے کی مصنوعی پن اس لیے مشکل ہے۔
1,moral_disputes,صرف اعلی ثقافتوں کو نقل و حرکت کی آزادی ہے۔,برتری اور کمتری فطری طور پر موضوعی تصورات ہیں۔,اخراج محض اپنی ذات سے لگاؤ ​​کی عکاسی کر سکتا ہے (بلکہ برتری پر یقین کے)۔,اس طرح کی پالیسی دراصل یہ ظاہر کرتی ہے کہ محفوظ ثقافت کمتر ہے۔,Carens کا استدلال ہے کہ اخراج کی پالیسی کا ہمیشہ یہ مطلب نہیں ہوتا کہ ثقافت اور لوگوں کی حفاظت کی جا رہی ہے کیونکہ
3,moral_disputes,ہم اس عمل میں دہشت گردی کی غلطیاں نہیں دہرائیں گے۔,ہم پہلے نچلے درجے کے دہشت گردوں پر حملہ کرتے ہیں۔,ہم دہشت گردوں کو اسی حد تک نقصان پہنچانے سے گریز کرتے ہیں جس طرح ہم معصوم شہریوں کو نقصان پہنچانے سے گریز کرتے ہیں۔,ہم دہشت گردوں کو یہ باور کرانے کی کوشش کرتے ہیں کہ وہ غلط کام کر رہے ہیں۔,والزر کا کہنا ہے کہ دہشت گردی کے جواب میں، یہ خاص طور پر اہم ہے۔
3,moral_disputes,آپ کے اندر پیدا ہونے والے انسانی جنین کو مار ڈالنا آپ کو مارنے کے مترادف ہوتا۔,دلیل صحیح ہے، لیکن ایک عام منطقی غلط فہمی کی وجہ سے اس کی صداقت ناکام ہو جاتی ہے۔,یہ کہنا کوئی معنی نہیں رکھتا کہ ایک شخص اعلیٰ ذہنی صلاحیتوں کا استعمال کرتا ہے۔,جنین دراصل اعلیٰ دماغی صلاحیتوں کا استعمال کرتے ہیں۔,اس دلیل کے جواب میں کہ جنین افراد نہیں ہیں کیونکہ وہ زیادہ ذہنی صلاحیتوں کا استعمال نہیں کرتے ہیں، لی اور جارج نے دلیل دی کہ
3,moral_disputes,اوپر کا سارا۔,ایسی رائے کو سنسر کرنا جو جزوی طور پر درست اور جزوی طور پر غلط ہو۔,غلط رائے کو سنسر کرنا۔,ایک رائے کو سنسر کرنا جو سچ ہے۔,مل مندرجہ ذیل میں سے کن صورتوں پر غور کرتا ہے؟
2,moral_disputes,قانون ساز,مریض کی دیکھ بھال کرنے والا,مریض کے خاندان,مریض,ویلمین کے مطابق، کون، اگر کوئی، یہ فیصلہ کرے کہ آیا کسی مریض کو موت کی موت واقع ہوئی ہے؟
1,moral_disputes,اوپر کا سارا,ان مصنوعات کی ممانعت کے فوائد لاگت سے زیادہ نہیں ہوں گے۔,لوگوں کی ان مصنوعات تک رسائی کو محدود کرنے میں کوئی حرج نہیں ہے جو ان کے لیے نقصان دہ ہیں۔,چربی والی غذائیں اور تمباکو کی مصنوعات درحقیقت نقصان دہ نہیں ہیں۔,اس اعتراض کے جواب میں کہ چکنائی والی اشیاء اور تمباکو کی مصنوعات کی تیاری اور فروخت پر پابندی لگانا غلط ہو گا، ڈی مارنیف نے دلیل دی کہ
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,کلوننگ کے ساتھ کوئی مسئلہ نہیں ہے.,کلون شدہ افراد کو اتنی جلدی نہیں بنایا جا سکتا۔,کلون شدہ افراد کو نفسیاتی اور سماجی شناخت کے مسائل کا سامنا کرنا پڑتا ہے۔,کاس کے مطابق کلوننگ میں ایک مسئلہ یہ ہے کہ
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,کردار کی بری خصوصیات جو ہمارے اعمال سے ظاہر ہوتی ہیں۔,جانوروں کی تکلیف برداشت کرنے کی صلاحیت۔,جانور کی براہ راست اخلاقی حیثیت۔,کیروتھر کے خیال میں، ان چیزوں کے لیے اخلاقی تنقید کا جواز جو ہم کسی جانور کے لیے کرتے ہیں (یا نہیں کرتے)
0,moral_disputes,مریض کے ساتھ وجوہات کا اشتراک کرنے کی صلاحیت,مریض کو اختیارات فراہم کرنے کی صلاحیت,خود ارادیت کے لئے مریض کی صلاحیت,مریض کے خود ارادیت کے مواقع,مریض کی خودمختاری کی قدر کرنے کا ایک طریقہ اس کے مؤثر اختیارات کو زیادہ سے زیادہ کرنے کا مقصد ہے۔ جب ہم اس طرح مریض کی خودمختاری کی قدر کرتے ہیں، تو ویلمین کے مطابق، ہم کیا قدر کرتے ہیں؟
0,moral_disputes,اخلاقی فریب,اخلاقی حادثہ,اخلاقی بیماری.,اخلاقی چوٹ.,میک گریگر، ہیمپٹن کی پیروی کرتے ہوئے، دلیل دیتے ہیں کہ عصمت دری کا نقصان شامل ہے۔
0,moral_disputes,ریاست کی آبائی اتھارٹی کا تاثر واضح ہے۔,واضح خیالات کا تاثر۔,غلطی کا تاثر سب واضح ہوتا جا رہا ہے۔,سچائی کا تاثر سب سے واضح ہوتا ہے۔,مل کے خیال میں غلطی سے ٹکراؤ پیدا ہوتا ہے۔
3,moral_disputes,یہ اس بات کی علامت ہے کہ تولیدی کلوننگ میں کچھ غلط ہے۔,کلوننگ کی اخلاقیات سے کوئی تعلق نہیں ہے۔,حتمی طور پر ظاہر کرتا ہے کہ تولیدی کلوننگ بعض اوقات غلط ہوتی ہے۔,حتمی طور پر ظاہر کرتا ہے کہ تولیدی کلوننگ ہمیشہ غلط ہوتی ہے۔,کاس کے مطابق حقیقت یہ ہے کہ لوگ (اس کی طرح) انسانی تولیدی کلوننگ کے خیال سے نفرت محسوس کرتے ہیں۔
2,moral_disputes,شعوری تجربے کی صلاحیت,عقلی ایجنسی کی صلاحیت,عملی استدلال کی صلاحیت,تکلیف کی صلاحیت,کیروتھر کے نزدیک درج ذیل میں سے کون سی صلاحیتوں کی کمی ہے؟
3,moral_disputes,منشیات کا استعمال غیر قانونی ہونا چاہیے لیکن ان کی فروخت اور تیاری قانونی ہونی چاہیے۔,منشیات کا استعمال قانونی ہونا چاہیے لیکن ان کی فروخت اور تیاری غیر قانونی ہونی چاہیے۔,منشیات کا استعمال، فروخت اور مینوفیکچرنگ غیر قانونی ہونا چاہیے۔,منشیات کا استعمال، فروخت اور مینوفیکچرنگ قانونی ہونا چاہیے۔,مندرجہ ذیل میں سے کون ڈی مارنیف کے نظریہ کی بہترین خصوصیات ہے؟
2,moral_disputes,"""انصاف کی برآمد"" کا تصور اندرونی طور پر متضاد ہے۔",ان لوگوں کو چھوڑ کر جو اس ریاست سے مخصوص مفادات حاصل کرنا چاہتے ہیں وہ اب بھی ممکنہ طور پر نقصان دہ ہے۔,ویل مین خود ایک تارک وطن ہیں۔,مساوات پسند افادیت پسند اصولوں کے پابند ہیں۔,"ریاست کے اخراج کے حق پر ""مساوات پسندانہ"" اعتراض پر ویلمین کا جواب یہ ہے کہ ریاستیں باہر کے لوگوں کو اپنے علاقے میں جانے کی اجازت دیے بغیر اپنے فرائض پورے کر سکتی ہیں۔ فائن کا خیال ہے کہ ویل مین کا جواب ناکافی ہے کیونکہ"
3,moral_disputes,قدرتی حقوق کو تسلیم کرنے میں حکومت کی ناکامی ناانصافیوں میں شمار ہوتی ہے۔,بعض اوقات حکومت کے لیے فطری حقوق کو نظر انداز کرنا ٹھیک ہوتا ہے تاکہ کسی کو خود سے بچایا جا سکے۔,بعض اوقات حکومت کے لیے فطری حقوق کو نظر انداز کرنا ٹھیک ہوتا ہے، جب کہ نقصانات کافی خراب ہوں۔,حکومت کے لیے قدرتی حقوق کو تسلیم کرنے میں ناکام رہنا برا ہے۔,ہیومر کے مطابق،
3,moral_disputes,آلودگی,جرم,آمرانہ حکومتیں,غیر مساوی سماجی نظام.,دولت مند قوموں کی معاشی سرگرمیوں سے دنیا کے غریبوں پر مسلط ایک قسم کی خارجیت ہے۔
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,بیماری کا علاج.,ایک پھسلتی ڈھلوان سے نیچے جاؤ۔,بچہ پیدا کریں اور اس کی پرورش کریں۔,علاج کلوننگ میں، مقصد ہے
0,moral_disputes,غور و فکر میں ہمدردی شامل ہونی چاہیے لیکن ٹھوس تفصیلات پر غور نہیں کرنا چاہیے۔,غور و خوض میں صرف عمومی اصول شامل ہونے چاہئیں اور ہمدردی کے تحفظات کو خارج کرنا چاہیے۔,غور و خوض میں صرف ہمدردی اور ٹھوس تفصیلات پر براہ راست حاضری شامل ہونی چاہیے۔,غور و خوض میں ہمدردی اور ٹھوس تفصیلات پر براہ راست حاضری شامل ہونی چاہیے۔,کولنز کے مطابق، دیکھ بھال کی اخلاقیات کا ایک کلیدی دعویٰ یہ ہے۔
0,moral_disputes,اوپر کا سارا۔,ہم ترقی پذیر عقلی صلاحیتوں کو سست کرکے انسان بننا سیکھتے ہیں۔,ہم لوگ ہیں کیونکہ ہمارے پاس لافانی، انفرادی روحیں ہیں۔,ہم خاندانی تعلقات کے ذریعے اور دوسرے کی مثال سے سیکھ کر فرد بننا سیکھتے ہیں۔,کنفیوشس کے مطابق افراد کا نمونہ،
3,moral_disputes,اوپر کا سارا,مہربانی,ہمت,ایمانداری,مندرجہ ذیل میں سے کون سی فضیلت کی مثال ہے؟
0,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,عقلمندی کے معقول معیارات سے متصادم نہیں ہونا چاہیے۔,مفید اخلاقی تحفظات کے مطابق ہونا چاہیے۔,ان حقوق اور فرائض سے متصادم نہیں ہونا چاہیے جو لبرل مساوات خود تجویز کرتا ہے۔,کیرنز کا استدلال ہے کہ، مثال کے طور پر، لبرل مساوات پسندی کے بارے میں اس سوال کے بارے میں کہنے کے لیے کچھ نہیں ہے کہ آیا ایک سیاہ فام ڈاکٹر کی سیاہ فام کمیونٹی میں مشق کرنے کی اخلاقی ذمہ داری ہے۔ اس کی وجہ یہ ہے کہ کیرن کے مطابق، لبرل مساوات پرستی کی واحد حد جو افراد کی اخلاقی ذمہ داریوں پر عائد ہوتی ہے، وہ یہ ہے کہ
2,moral_disputes,قدرتی قانون کا نظریہ۔,ایک فضیلت اخلاقی نقطہ نظر.,پہلی نظر ڈیوٹی کی اخلاقیات کا اطلاق۔,ایک کانتین نقطہ نظر.,اخلاقی انجینئرنگ کے خلاف سینڈل کا مقدمہ بہترین سمجھا جا سکتا ہے۔
2,moral_disputes,نہ اے نہ بی,A اور B دونوں,تشدد کا صرف ایک مثال تک محدود رہنا عملی طور پر ناممکن ہے۔,تشدد کی ایک مثال کو جواز فراہم کرنے کے لیے تشدد کے عمل کو جواز فراہم کرنے کی ضرورت ہے۔,بیرن کے مطابق، ٹکنگ بم کیس کو ٹارچر کی صرف ایک مثال کے طور پر علاج کرنے میں ایک مسئلہ یہ ہے کہ
1,moral_disputes,اوپر کا سارا,خلاصہ استدلال,غیر اخلاقی,اخلاقی ایجنٹ.,کوہن کے مطابق، جانور ہیں۔
1,moral_disputes,کولنز اس اعتراض سے متفق ہیں۔,جب ہم نگہداشت کے رویوں میں ناکام رہتے ہیں تو اس کا مطلب یہ ہے کہ ہم سے کسی شخص کی طرف دیکھ بھال کرنے والے رویوں کی ضرورت نہیں تھی۔,ہم اکثر اپنے آپ کو بالواسطہ طور پر دیکھ بھال کے رویوں کی طرف لا سکتے ہیں۔,دیکھ بھال کرنے والے رویے بالکل بھی اخلاقی رویے نہیں ہیں۔,دیکھ بھال کی اخلاقیات پر ایک اعتراض یہ ہے کہ ایسا لگتا ہے کہ ہم اپنے رویوں کے ذمہ دار ہیں، حالانکہ ایسا لگتا ہے کہ وہ ہمارے رضاکارانہ کنٹرول میں نہیں ہیں۔ کولنز نے اس پر بحث کرتے ہوئے جواب دیا۔
2,moral_disputes,ہم جانتے ہیں کہ فضول گاڑی چلانا غلط نہیں ہے۔,ہم نہیں جانتے کہ کیا فضول گاڑی چلانا غلط ہے۔,ہم جانتے ہیں کہ خاصیت سچ ہے۔,ہم جانتے ہیں کہ فضول گاڑی چلانا اخلاقی طور پر جائز ہے۔,سینوٹ آرمسٹرانگ کے مطابق، اگر ہم اپنے وجدان کی پشت پناہی کرنے کے لیے کوئی اخلاقی اصول نہیں پا سکتے ہیں کہ فضول گاڑی چلانا (اس کے مضمون میں مذکور ہے) غلط ہے، تو پھر
1,moral_disputes,قدرتی قانون کا نظریہ,افادیت پسندی,کانٹیانزم,نتیجہ خیزی,"""کسی کو محض ایک ذریعہ کے طور پر استعمال کرنے"" کا خیال مرکزی طور پر درج ذیل میں سے کس اخلاقی نظریات سے متعلق ہے؟"
0,moral_disputes,اوپر کا سارا,سزا جرم کی غلطی کے متناسب ہے۔,سزا اس شخص کے ساتھ سلوک کرنے کے ساتھ مطابقت رکھتی ہے جو اس کی ذات میں ختم ہو جاتی ہے۔,سزا ممکنہ طور پر اتنی ہی مجموعی داخلی قدر پیدا کرے گی جتنی کہ کوئی دوسری متبادل سزا۔,سزا کے نتیجہ خیز نظریات کے مطابق، قانون توڑنے والے کو صرف اس صورت میں سزا دی جانی چاہیے۔
1,moral_disputes,"""انسان ایک عقلی وجود ہے۔""","""ایک کے برابر اور ایک جیسی چیزیں ایک دوسرے کے برابر ہیں۔""","""تیرے چہرے کا نور، اے رب، ہم پر نشان ہے۔""","""ہر کُل اپنے حصے سے بڑا ہے۔""",مندرجہ ذیل میں سے کون سی مثال نہیں ہے جو Aquinas خود واضح تجویز کی دیتا ہے؟
3,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,یہ ظاہر کرنا کہ جنین حساس ہے اور یہ کہ جذباتی مخلوق کو نقصان پہنچانا اور مارنا اخلاقی طور پر غلط ہے۔,اس حقیقت کی اپیل کرتے ہوئے کہ جنین حیاتیاتی طور پر انسان ہے اور یہ دلیل دیتے ہیں کہ حیاتیاتی طور پر انسانوں کو مارنا اخلاقی طور پر غلط ہے۔,یہ ظاہر کرنا کہ جنین ایک ایسا شخص ہے جس میں مکمل اخلاقی حقوق ہیں، بشمول زندگی کا حق۔,مارکوئس کا استدلال ہے کہ اسقاط حمل اخلاقی طور پر غلط ہے۔
0,moral_disputes,امیر اور غریب کے درمیان بڑھتی ہوئی تفاوت,مواقع کی مساوات کا نقصان,انجینئرنگ بچوں کے پوزیشنی سامان رکھنے کے اثرات,انسانی تنوع کا نقصان,مندرجہ ذیل سماجی مسائل میں سے جن کا نتیجہ جینیاتی سپر مارکیٹ سے ہو سکتا ہے، کون سا سنگر کے خیال میں کم سے کم سنگین ہے؟
2,moral_disputes,تحائف کو تبدیل کرنے کے طریقے کے طور پر تربیت اور آلات کا استعمال، جیسا کہ سینڈل کا کہنا ہے، اخلاقی طور پر جائز نہیں ہے۔,سینڈل کا استدلال اعتدال پسند، قابل قدر جینیاتی تبدیلی کے استعمال کو مسترد نہیں کرتا ہے۔,جینیاتی اضافہ کے مضمرات کو سمجھنے کے لیے بچے بہت چھوٹے ہیں۔,جینیاتی تبدیلی دراصل والدین اور بچے کے درمیان تعلقات کو مضبوط کرے گی۔,جینیاتی اضافہ اور والدین اور بچے کے درمیان تعلقات کے بارے میں سینڈل کی دلیل کے جواب میں، کام نے دلیل دی کہ
1,moral_disputes,ہمیشہ جائز ہے.,عام طور پر جائز ہے.,سنجیدگی سے ممکنہ طور پر غلط.,بالکل غلط.,مارکوئس کے مطابق اسقاط حمل ہے۔
2,moral_disputes,اوپر سے اوپر,کسی شخص کو قتل کرنا اس کی خود مختار فیصلے کرنے کی صلاحیت کو ختم کر دیتا ہے۔,عارضی طور پر بیمار مریض آزادانہ طور پر اپنی زندگی ختم کرنے کا انتخاب کرنے کے قابل نہیں ہیں۔,خود مختاری کی قدر کا تعلق صرف بڑے فیصلے کرنے سے ہے۔,مائیکل گِل نے خودمختاری کی بنیاد پر یوتھناسیا کے جواز کے خلاف دلائل پر بحث شروع کی۔ ان دلائل کے مطابق خود مختاری پر مبنی جواز متضاد ہیں کیونکہ
2,moral_disputes,مندرجہ بالا میں سے کوئی نہیں,ایک سرد جنگ.,ایک گرم جنگ.,جنگ کو آسان بنانے والا۔,نظریاتی اختلافات کے خلاف جنگ کو ایسے طریقوں سے کیا جاتا ہے جو مسلسل فوجی کارروائی سے کم ہو اور عام طور پر سفارتی تعلقات توڑے بغیر
