question,choices,subject,answer
5 سے زیادہ 8 *m = 6 حل کریں۔,3 اور 5 اوور 9|3 اور 3 اوور 4|5 اور 1 اوور 3|9 اور 3 اوور 5,elementary_mathematics,3
کھیلوں کے سامان کی دکان ان لائن اسکیٹس پر 10% ڈسکاؤنٹ پیش کر رہی ہے جس کی قیمت عام طور پر $110.99 ہے۔ ٹیکس سمیت ڈسکاؤنٹ کے ساتھ ان لائن اسکیٹس کی قیمت کتنی ہوگی؟,$99.89|$99.99|$100.99|$109.88,elementary_mathematics,0
ایلس کے پاس 8 بالٹیاں ہیں۔ ہر بالٹی میں ٹینس بالز ہوتی ہیں۔ بالٹیوں میں کل 56 ٹینس بالز ہیں۔ کون سا نمبر کا جملہ ظاہر کرتا ہے کہ ہر بالٹی میں ٹینس بالز کی تعداد کیسے تلاش کی جائے؟,8 ÷ t = 56|8 × t = 56|t + 8 = 56|t ÷ 8 = 56,elementary_mathematics,1
محترمہ فشر نے اپنے طلباء کے آرٹ پروجیکٹ کے لیے درکار مارکروں کی کل تعداد معلوم کرنے کے لیے اظہار (6 × 8) × 12 استعمال کیا۔ کون سا اظہار مسز فشر کے استعمال کردہ کے برابر ہے؟,6 + (8 + 12)|6 + (8 × 12)|6 × (8 + 12)|6 × (8 × 12),elementary_mathematics,3
"ایک سائنس دان نے دو قسم کی وہیل کے ہجرت کے نمونوں کا مطالعہ کیا۔ ہمپ بیک وہیل نے 28 دنوں میں 2,240 میل کا سفر کیا۔ گرے وہیل نے 32 دنوں میں 2,368 میل کا فاصلہ طے کیا۔ اگر ہمپ بیک وہیل اسی رفتار سے 32 دن تک سفر کرتیں تو وہ گرے وہیل سے کتنے میل زیادہ سفر کرتی؟",128|192|280|408,elementary_mathematics,1
کون سا اظہار 8 x 6 دکھانے کا دوسرا طریقہ ہے؟,(24+4)+6|(2+4)x6|(2x4) + 6|(2x4)x6,elementary_mathematics,3
للی ایک بیگ میں کینڈی کے تمام ٹکڑوں کو دینے جا رہی ہے۔ وہ 5، 3، یا 2 لوگوں کو کینڈی کے برابر تعداد میں ٹکڑے دے سکتی ہے۔ للی کے تھیلے میں کینڈی کے کتنے ٹکڑے ہو سکتے ہیں؟,12|20|30|45,elementary_mathematics,2
حجم، V، کسی بھی کیوب کی طرف کی لمبائی، s، فارمولہ V = s^3 کا استعمال کرتے ہوئے تعین کیا جا سکتا ہے۔ 2.3 سینٹی میٹر کے کنارے کی لمبائی والے کیوب کا حجم، کیوبک سینٹی میٹر میں کیا ہے؟,5.29|6.9|8.027|12.167,elementary_mathematics,3
مارشل کلاس شروع ہونے سے پہلے اپنا انگریزی پیپر ٹائپ کرنا چاہتا ہے۔ اگر اس کے پاس ٹائپ کرنے کے لیے اب بھی 550 الفاظ باقی ہیں اور کلاس 25 منٹ میں شروع ہوتی ہے، تو مارشل کو وقت پر اپنا پیپر ختم کرنے کے لیے کم از کم کتنی جلدی ٹائپ کرنا چاہیے؟,20 الفاظ فی منٹ|21 الفاظ فی منٹ|22 الفاظ فی منٹ|25 الفاظ فی منٹ,elementary_mathematics,2
سوسن ہر 3 منٹ میں 1 صفحہ کی شرح سے ایک کتاب پڑھتی ہے۔ اگر اس کی پڑھنے کی شرح یکساں رہتی ہے، تو اس کے 18 صفحات پڑھنے کے منٹوں کی تعداد کا تعین کرنے کے لیے کون سا طریقہ استعمال کیا جا سکتا ہے؟,18 اور 3 شامل کریں۔|18 کو 3 سے تقسیم کریں۔|3 کو 18 سے ضرب دیں۔|18 سے 3 کو گھٹائیں۔,elementary_mathematics,2
پچھلے سال کارل نے کل 18 پائی بیک کیں۔ اس نے اپنے خاندان کے لیے 6 پائی اور اسکول کے 4 فنڈ جمع کرنے والوں میں سے ہر ایک کے لیے پی پائی بنائی۔ اسکول کے فنڈ جمع کرنے والوں میں سے ہر ایک کے لیے پائی، پی، کارل بیکڈ کی تعداد معلوم کرنے کے لیے کون سا نمبر کا جملہ استعمال کیا جا سکتا ہے؟,6 × p – 18 = 4|18 – 6 × p = 4|4+6 × p = 18|6+4 × p = 18,elementary_mathematics,3
ایک عدد کو قریب ترین سو تک گول کیا جاتا ہے۔ نتیجہ 500 ہے۔ کون سا نمبر قریب ترین سو تک پہنچنے سے پہلے نمبر نہیں ہو سکتا؟,458|463|547|559,elementary_mathematics,3
ایکسپریشن 14 + (−71) کی قدر تلاش کریں۔,−85|57|85|−57,elementary_mathematics,1
صحیح جواب تلاش کریں: 942/3,214|304|314|642,elementary_mathematics,2
13 اوور 4 = x 7 سے زیادہ حل کریں۔,22.75|23.25|24.25|ان میں سے کوئی نہیں,elementary_mathematics,0
نمبر 6، −1، 8، −3، −4 کو کم سے کم سے بڑے تک ترتیب دیں۔,6، −1، 8، −3، −4|−4، −3، −1، 6، 8|−1، −3، −4، 6، 8|−3، −4، 6، −1، 8,elementary_mathematics,1
مسٹر فلر اپنے مستطیل نما صحن کے گرد باڑ لگانا چاہتے ہیں۔ صحن کی چوڑائی 55 فٹ اور لمبائی 75 فٹ ہے۔ مسٹر فلر کو کتنے فٹ باڑ کی ضرورت ہے؟,"130|260|3,905|4,125",elementary_mathematics,1
کس پیمائش کو قریب ترین ہزار تک گول کیا جائے گا؟,گز میں فٹ بال کے میدان کی لمبائی|ایک پیشہ ور فٹ بال کھلاڑی کی اونچائی انچوں میں|پیشہ ورانہ فٹ بال کھیل میں لوگوں کی تعداد|ایک پیشہ ور فٹ بال کھلاڑی کا وزن پاؤنڈز میں,elementary_mathematics,2
شیلا کو ریاضی کے 20 مسائل حل کرنے کے لیے 5 منٹ کا وقت دیا گیا ہے۔ شیلا وقت پر ختم کرنے کے لیے کم از کم ریٹ کیا کام کر سکتی ہے؟,1 مسئلہ فی منٹ|2 مسائل فی منٹ|4 مسائل فی منٹ|5 مسائل فی منٹ,elementary_mathematics,2
پچھلے ہفتے کے آخر میں سنجے نے 3 ٹیلی ویژن شوز دیکھے جو ہر 30 منٹ کے تھے۔ اس نے ٹیلی ویژن پر 1 فلم بھی دیکھی جو 90 منٹ لمبی تھی۔ گزشتہ ہفتے کے آخر میں سنجے نے کتنے منٹوں میں ٹیلی ویژن دیکھا؟,100|120|150|180,elementary_mathematics,3
نئی سائیکل کی اصل قیمت $138.00 ہے۔ اگر سائیکل کی قیمت 15 فیصد کم ہے تو نئی قیمت کیا ہے؟,$20.70|$117.30|$123.00|$153.00,elementary_mathematics,1
لوسی 2 سیکنڈ تک گن رہی ہے۔ وہ نمبر 2 سے شروع ہوتی ہے اور 50 نمبر پر رک جاتی ہے۔ لوسی کس نمبر کو شمار نہیں کرے گی؟,11|22|34|48,elementary_mathematics,0
"کون سے دو نمبر دونوں کو 1,500 تک گول کیا جاتا ہے جب قریب ترین سو پر گول کیا جاتا ہے؟","1,399 اور 1,599|1,449 اور 1,549|1,457 اور 1,547|1,489 اور 1,589",elementary_mathematics,2
درست جواب تلاش کریں: 800 - 301,599|500|499|401,elementary_mathematics,2
گیری کے پاس اپنے فارم میں 72 گائیں ہیں۔ اس کے پاس گھوڑوں سے 6 گنا زیادہ گائیں ہیں۔ نیچے دیے گئے نمبر کے جملے کو گھوڑوں کی تعداد معلوم کرنے کے لیے استعمال کیا جا سکتا ہے، h، اس کے پاس۔ 72 ÷ h = 6 گیری کے پاس کتنے گھوڑے ہیں؟,12 گھوڑے|66 گھوڑے|78 گھوڑے|432 گھوڑے,elementary_mathematics,0
سیلز کے نائب صدر ایک کلائنٹ کو لنچ پر لے گئے۔ اگر دوپہر کا کھانا $44 تھا اور اس نے 20% ٹپ دی، تو اس نے دوپہر کے کھانے پر کتنے پیسے خرچ کیے؟,$8.80|$35.20|$52.80|$53.80,elementary_mathematics,2
مساوات v − 26 = 68 کو حل کریں۔,−42|42|94|88,elementary_mathematics,2
"ایک اخباری کمپنی نے ایک دن میں 179,912 اخبارات فروخت کیے۔ لفظی شکل میں لکھے جانے والے اخبارات کی یہ تعداد کیا ہے؟",ایک لاکھ اناسی ہزار بارہ|ایک سو اناسی نو سو بارہ|ایک لاکھ ستر ہزار نو سو بارہ|ایک لاکھ اناسی ہزار نو سو بارہ,elementary_mathematics,3
ایک ٹینک مثلثی پرزم کی شکل میں ہوتا ہے۔ اگر سہ رخی بنیاد کا رقبہ 116 مربع فٹ ہے، اور ٹینک 30 فٹ اونچا ہے، تو جب ٹینک بھر جائے گا تو اس میں کتنا پانی ہوگا؟,1725 فٹ^3|1740 فٹ^3|3480 فٹ^3|6960 فٹ^3,elementary_mathematics,2
"ایک استاد ذیل میں درج فولڈر خریدتا ہے۔
* ہر باکس میں 36 فولڈرز کے ساتھ سرخ فولڈرز کے 5 بکس
* ہر باکس میں 32 فولڈرز کے ساتھ نیلے فولڈرز کے 6 بکس
استاد کے خریدے ہوئے سرخ اور نیلے فولڈرز کی کل تعداد کے قریب کون سا نمبر ہے؟",275|380|440|550,elementary_mathematics,1
نمبروں کی کون سی فہرست کم سے کم سے بڑے تک ترتیب دی گئی ہے؟,"167,213, 161,455, 17,400, 11,633|10,354, 10,600, 104,321, 106,213|160,233, 171,141, 11,645, 16,703|12,209, 12,902, 125,466, 125,464",elementary_mathematics,1
ایک بیگ میں 10 سرخ چپس اور 5 نیلے چپس ہیں۔ اگر آپ بیگ میں پہنچیں اور بغیر دیکھے اسے چن لیں تو نیلی چپ لینے کے کیا امکانات ہیں؟,5 میں سے 1|15 میں سے 2|10 میں سے 5|15 میں سے 5,elementary_mathematics,3
11.7 + 3.4 + 6.3 کا مجموعہ تلاش کرنے کے لیے ذہنی ریاضی کا استعمال کریں۔,20.3|20.4|21.4|22.4,elementary_mathematics,2
1 اوور 6 + 1 اوور 8 تلاش کریں۔,7 سے زیادہ 24|2 سے زیادہ 14|1 سے زیادہ 7|1 سے زیادہ 4,elementary_mathematics,0
امریکی جھنڈا عام طور پر اس کی چوڑائی اور لمبائی کے ساتھ 10 سے 19 کے تناسب میں بنایا جاتا ہے۔ جھنڈے کے لیے کون سی ڈائمینشنز درست تناسب میں ہیں؟,30 فٹ x 53 فٹ|27 فٹ ضرب 53 فٹ|27 انچ 57 انچ|30 انچ 57 انچ,elementary_mathematics,3
"سٹیفنی نے لاس اینجلس سے نیویارک شہر تک 2,448 میل کا فاصلہ طے کیا۔ سٹیفنی نے قریب ترین ہزار تک کتنے میل کا فاصلہ طے کیا؟","2,000|2,400|2,500|3,000",elementary_mathematics,0
کس صورت حال کو اظہار 6 x 2 سے ظاہر کیا جا سکتا ہے؟,روکو نے دو دن تک ہر روز چھ میل کا فاصلہ طے کیا۔|روکو کے پاس چھ بیس بال تھے اور انہوں نے ان میں سے دو کو دے دیا۔|روکو کے پاس دو کین میں کل چھ ٹینس گیندیں تھیں۔|روکو نے چھ میل بائیک چلائی اور پھر دو میل مزید چلتی رہی۔,elementary_mathematics,0
4.95 کو مخلوط نمبر یا کسر کے طور پر آسان ترین شکل میں لکھیں۔,4 اور 19 سے زائد 20|4 اور 19 100 سے زیادہ|4 اور 1 اوور 20|419 1000 سے زیادہ,elementary_mathematics,0
رون کے باغ میں 42 پودے ہیں۔ ہر قطار میں 7 پودے ہوتے ہیں۔ رون کے باغ میں قطاروں کی تعداد معلوم کرنے کے لیے کون سا اظہار استعمال کیا جا سکتا ہے؟,42 ÷ 7|42 - 7|42 + 7|42 × 7,elementary_mathematics,0
جب ایک مخصوص تعداد کو 4 سے تقسیم کیا جاتا ہے، تو جواب 160 ہوتا ہے اور بقیہ 2۔ نمبر کیا ہے؟,38|42|638|642,elementary_mathematics,3
0.3 × 427 کیا ہے؟,0.1281|1.281|12.81|128.1,elementary_mathematics,3
"1,248/7 کا حصہ کیا ہے؟",177 باقی 9|168 باقی 2|178 باقی 2|178 باقی 3,elementary_mathematics,2
11 • 11 • 11 • 11 • 11 • 11 • 11 • 11 ایکسپوننٹ استعمال کرتے ہوئے لکھیں۔,11 • 8|88^3|8^11|11^8,elementary_mathematics,3
ایک استاد کرافٹ پیپر کے 5 پیکجوں کو کابینہ میں رکھتا ہے۔ ہر پیکج میں کاغذ کی 80 شیٹس ہوتی ہیں۔ کرافٹ پیپر کی کل تعداد کتنی ہے جو استاد کابینہ میں ڈالتا ہے؟,40|85|400|450,elementary_mathematics,2
عمارت کی ہر منزل 14.3 فٹ لمبی ہے۔ اگر عمارت کی اونچائی 185.9 فٹ ہے تو عمارت کی کتنی منزلیں ہیں؟,10|13|17|9,elementary_mathematics,1
نمبروں کی فہرست استعمال کریں: 22، 25، 14، 11، 23، 27، 46۔ موڈ کیا ہے؟,23|24|35|کوئی موڈ نہیں۔,elementary_mathematics,3
"1,224/9 کا حصہ کیا ہے؟","135|136|1,215|1,360",elementary_mathematics,1
ذیل میں اظہار کا کون سا جوڑا برابر ہے؟,7(2x) اور 9x|3x + 5x اور 15x|4 (2x - 6) اور 8x - 24|x+x+x+x اور x^4,elementary_mathematics,2
ہفتے کے آغاز میں کمپنی XYZ کے حصص کی قیمت $24.75 تھی۔ اگلے پانچ دنوں میں، پیر کو اسٹاک میں $2.50 کا اضافہ ہوا، منگل کو $3.25 کی کمی، بدھ کو $0.75 کی کمی، جمعرات کو $1.25 کا اضافہ، اور جمعہ کو $4.75 کا اضافہ ہوا۔ جمعہ کے آخر میں اسٹاک کے شیئر کی قیمت کیا تھی؟,$12.25|$25.75|$29.25|$37.25,elementary_mathematics,2
وہ نمبر تلاش کریں جو بیان 2 کو 9 سے زیادہ = 14 اوور بناتا ہے؟ سچ,14|16|15|63,elementary_mathematics,3
گولف کورس میں مشق کی حد 40 گولف بالوں کی بالٹی کے لیے $4.00 چارج کرتی ہے۔ اس شرح پر، 100 گولف بالز کی ایک بالٹی کی قیمت کتنی ہوگی؟,$10.00|$10.50|$13.50|$16.00,elementary_mathematics,0
96 رنرز اور 216 تیراکوں کا تناسب آسان ترین شکل میں لکھیں۔,216 سے زیادہ 96|16 سے زیادہ 36|4 سے زیادہ 9|9 سے زیادہ 4,elementary_mathematics,2
ایک فیلڈ ٹراپیزائڈ کی شکل میں ہے۔ ٹریپیزائڈ کی چھوٹی بنیاد 130 گز لمبی ہے اور لمبی بنیاد 390 گز لمبی ہے۔ دونوں اڈوں کے درمیان فاصلہ 75 گز ہے۔ میدان کا رقبہ کیا ہے؟,"9,750 گز^2|19,500 گز^2|29,250 گز^2|39,000 گز^2",elementary_mathematics,1
3 + p = 15 میں p کیا برابر ہے؟,3|5|12|18,elementary_mathematics,2
رویا نے سنتری کے جوس کے 12 کارٹن کے لیے $48 ادا کیا۔ اورنج جوس کا فی کارٹن یونٹ ریٹ کیا ہے جو رویا نے ادا کیا؟,$3|$4|$6|$12,elementary_mathematics,1
شودی نے اپنے ویڈیو گیم کے پہلے درجے میں 389 پوائنٹس حاصل کیے۔ اس نے بونس راؤنڈ میں اضافی 116 پوائنٹس حاصل کیے۔ شودی نے اپنے ویڈیو گیم کے پہلے لیول اور بونس راؤنڈ میں مجموعی طور پر کتنے پوائنٹس حاصل کیے؟,"405|495|505|4,915",elementary_mathematics,2
مولی نے $25 میں بال کٹوائے اور اس نے 15% ٹپ چھوڑ دی۔ مولی کی آخری قیمت کیا تھی؟,$25.15|$26.50|$27.50|$28.75,elementary_mathematics,3
ایک سکول ڈسٹرکٹ تعلیمی سال میں دنوں کی تعداد میں 5% اضافے کی تجویز کر رہا ہے۔ فی الحال تعلیمی سال میں 180 دن ہوتے ہیں۔ مجوزہ اضافے کے ساتھ تعلیمی سال کتنا طویل ہوگا؟,181 دن|183 دن|185 دن|189 دن,elementary_mathematics,3
کون سا اظہار 5(6x + 3y) کے برابر ہے؟,11x + 3y|11x + 8y|30x + 3y|30x + 15 سال,elementary_mathematics,3
دانی کے پاس 45 ماربل ہیں۔ اس کے پاس جو کے مقابلے 5 گنا زیادہ سنگ مرمر ہیں۔ جو کے پاس کتنے سنگ مرمر ہیں؟,50|40|9|5,elementary_mathematics,2
مسز کنی نے طلباء کے سائنس کے تجربات کے لیے 4 کے پیک میں بیٹریاں خریدیں۔ ان میں سے کون سی بیٹریوں کی کل تعداد ہو سکتی ہے جو اس نے خریدی ہیں؟,22|26|28|30,elementary_mathematics,2
836 کو قریب ترین 10 پر گول کیا ہے؟,800|830|840|870,elementary_mathematics,2
ایک زاویہ کی پیمائش کیا ہے جو ایک مکمل دائرے کے 3/4 سے گزرتا ہے؟,34°|43°|75°|270°,elementary_mathematics,3
ایک اسٹور میں 8 فش ٹینک ہیں جن میں سے ہر ایک میں 40 لیٹر پانی ہوتا ہے۔ مچھلی کے تمام ٹینکوں میں پانی کی کل تعداد کتنی ہے؟,5|48|280|320,elementary_mathematics,3
"زمین پر سب سے کم نقطہ ماریانا ٹرینچ کا نچلا حصہ ہے جو سطح سمندر سے 35,840 فٹ کی گہرائی میں ہے۔ زمین پر سب سے اونچا مقام ماؤنٹ ایورسٹ کی چوٹی ہے جو سطح سمندر سے 29,028 فٹ کی بلندی پر ہے۔ مندرجہ ذیل میں سے کون سا زمین پر سب سے کم اور بلند ترین پوائنٹس کے درمیان فاصلے کا بہترین تخمینہ ہے؟","6,000 فٹ|7,000 فٹ|64,000 فٹ|65,000 فٹ",elementary_mathematics,3
آپ نے اپنے کتے کو صبح 7 سے زیادہ 9 میل اور دوپہر میں 5 سے زیادہ 12 میل چلایا۔ آپ نے اپنے کتے کو صبح کے وقت دوپہر کے مقابلے میں کتنا دور چلایا؟,13 سے زیادہ 36|12 سے زیادہ 21|2 سے زیادہ 3|108 سے زیادہ 35,elementary_mathematics,0
0.07 • 5.8 کی مصنوع تلاش کریں۔,0.406|0.0406|4.06|40.6,elementary_mathematics,0
مسٹر پالسن کی کلاس میں اور محترمہ ہیوگو کی کلاس میں طلباء نے دوپہر کے کھانے میں کیا کھایا اس کے بارے میں معلومات ذیل میں درج ہیں۔ مسٹر پالسن کی کلاس میں، 0.5 طلباء نے دوپہر کے کھانے میں پیزا کھایا۔ محترمہ ہیوگو کی کلاس میں، 0.5 طلباء نے دوپہر کے کھانے میں ہیمبرگر کھائے۔ مسٹر پالسن کی کلاس کے 0.5 کا درست طریقے سے موازنہ کرنے کے لیے کس معلومات کی ضرورت ہے جس نے پیزا کھائی تھی محترمہ ہیوگو کی کلاس کے 0.5 سے جو ہیمبرگر کھاتے تھے؟,چاہے دوپہر کا کھانا ایک ہی دن کھایا گیا ہو۔|ہر استاد کی کلاس میں طلباء کی کل تعداد|کچھ نہیں کیونکہ ہر کلاس نے جو حصہ کھایا وہ ایک جیسا تھا۔|اس دن کھائے گئے پیزا سلائسس اور ہیمبرگر کی کل تعداد,elementary_mathematics,1
جین نے 9 فٹ کے فاصلے پر ایک سافٹ بال پھینکا۔ لی نے ایک سافٹ بال 3 بار جین تک پھینکا۔ فاصلے کا تعین کرنے کے لیے کون سی مساوات استعمال کی جا سکتی ہے، d، کہ لی نے گیند پھینکی؟,dx3=9|d+3=9|3+9=d|3x9=d,elementary_mathematics,3
قریب ترین دسویں سے 27.94 + 15.35 کی رقم کا تخمینہ لگانے کے لیے راؤنڈنگ کا استعمال کریں۔,43.2|43.3|43.4|43.29,elementary_mathematics,1
کون سا قول درست ہے؟,تمام مسدس مثلث ہیں کیونکہ ان کے کم از کم 3 اطراف ہوتے ہیں۔|تمام آکٹگنز کثیر الاضلاع ہیں کیونکہ ان کے کم از کم 3 اطراف ہوتے ہیں۔|تمام متوازی خطوط مستطیل ہیں کیونکہ ان کے متوازی اطراف کے 2 سیٹ ہیں۔|تمام رومبی مربع ہیں کیونکہ ان کے 4 اطراف ہیں جو ایک ہی لمبائی کے ہیں۔,elementary_mathematics,1
کونر جار کی صلاحیت کی پیمائش کر رہا ہے۔ وہ پیمائش کی کون سی اکائی استعمال کر سکتا ہے؟,سینٹی میٹر|کپ|چنا|پاؤنڈ,elementary_mathematics,1
سرکس کے واقعات میں سے ایک گیبریلا، ہیومن کینن بال تھا۔ ہفتہ کو اس نے چار شوز کئے۔ اس کے فاصلے 7.04 میٹر، 18.81 میٹر، 18.39 میٹر، اور 19.94 میٹر تھے۔ اس دن گیبریلا نے کتنی دوری طے کی تھی؟,64.18 میٹر|74.18 میٹر|57.14 میٹر|59.24 میٹر,elementary_mathematics,0
رولینڈو کی الماری میں سوپ کے کین میں سے 1/2 ٹماٹر اور 2/5 چکن نوڈل ہیں۔ رولینڈو کی الماری میں سوپ کے کین کا کون سا حصہ یا تو ٹماٹر ہے یا چکن نوڈل؟,7 مارچ|5 مارچ|10 جولائی|10-ستمبر,elementary_mathematics,3
کون سے نمبر کم سے کم سے بڑے تک ترتیب میں ہیں؟,1 اوور 8، 0.75، 1 اوور 3، 5 اوور 6|5 اوور 6، 1 اوور 3، 0.75، 1 اوور 8|1 اوور 8، 1 اوور 3، 0.75، 5 اوور 6|5 اوور 6، 0.75، 1 اوور 3، 1 اوور 8,elementary_mathematics,2
مساوات 6.73 = z کو 7.74 پر حل کریں۔ اپنا جواب چیک کریں۔,52.0902|1.0112|−1.0102|51.5902,elementary_mathematics,0
کون سا قول غلط ہے؟,3 <5|5 > 3|−5 > −3|−3 > −5,elementary_mathematics,2
"ایک دفتری عمارت میں 300,000 + 5,000 + 600 + 10 مربع فٹ فرش کی جگہ ہوتی ہے۔ معیاری شکل میں فرش کی جگہ کے مربع فٹ کی تعداد کتنی ہے؟","30,561|35,610|300,561|305,610",elementary_mathematics,3
تناسب کا کون سا جوڑا تناسب نہیں بنا سکتا؟,4 اوور 5 اور 24 اوور 30|4 اوور 5 اور 20 اوور 25|36 اوور 45 اور 4 اوور 5|4 اوور 5 اور 20 اوور 30,elementary_mathematics,3
اظہار −25 − (−11) کی قدر تلاش کریں۔,−36|−14|14|36,elementary_mathematics,2
100 کا تین پانچواں کیا ہے؟,3|5|20|60,elementary_mathematics,3
ایک بلیٹن بورڈ کو کاغذ کے 30 مربع ٹکڑوں سے بغیر کسی خلا یا اوورلیپ کے مکمل طور پر ڈھانپ سکتا ہے۔ اگر کاغذ کے ہر ٹکڑے کی سائیڈ کی لمبائی 1 فٹ ہے، تو بلیٹن بورڈ کا کل رقبہ کیا ہے؟,1 فٹ|30 فٹ|1 مربع فٹ|30 مربع فٹ,elementary_mathematics,3
"طلباء کا ایک گروپ اپنے اسکول کے ارد گرد کے علاقے کا نقشہ بناتا ہے۔ وہ اسکول کو (0, 0) پر رکھتے ہیں۔ قریب ترین اسٹور پوائنٹ (–5, 7) پر رکھا گیا ہے۔ کس کواڈرینٹ میں نقطہ قریب ترین اسٹور کی نمائندگی کرتا ہے؟",کواڈرینٹ I|کواڈرینٹ II|کواڈرینٹ III|کواڈرینٹ IV,elementary_mathematics,1
دروازے کے لیے مناسب اونچائی کیا ہے؟,2 کلومیٹر|2 سینٹی میٹر|2 میٹر|2 ملی میٹر,elementary_mathematics,2
بہترین خرید کون سی ہے؟,جوس کی 3 بوتلیں $6.72 میں|جوس کی 11 بوتلیں $24.86 میں|جوس کی 9 بوتلیں $20.25 میں|جوس کی 16 بوتلیں $35.68 میں,elementary_mathematics,3
کمپیوٹ 52 + 6 * 2۔,116|64|62|118,elementary_mathematics,1
"ڈیٹا کے سیٹ میں میڈین تلاش کریں $79.88, $21.88, $29.88, $19.88, $17.88۔",$17.88|$19.88|$21.88|$29.88,elementary_mathematics,2
کون سا اظہار 9 (9m + 3t) کے برابر ہے؟,18m + 3t|81m+3t|18m + 12t|81m + 27t,elementary_mathematics,3
وہ نمبر تلاش کریں جو بیان کو 18 سے زیادہ 12 بناتا ہے =؟ 9 سے زیادہ سچ۔,4|6|8|12,elementary_mathematics,0
مسٹر جونز 1، 2، 3، 4، 5، 6 نمبر والے چھ رخی کیوب کو رول کرتے ہیں۔ وہ تین کو رول کرنے کا کیا امکان ہے؟,6-جنوری|5-جنوری|3-جنوری|2-جنوری,elementary_mathematics,0
غبارے 8 کے پیکجوں میں آتے ہیں۔ اگر آپ کو 42 غباروں کی ضرورت ہے، تو آپ کو کتنے پیکج خریدنے چاہئیں؟,5|6|8|42,elementary_mathematics,1
کیلی نے ایک پراسرار نمبر کا انتخاب کیا۔ اس کا اسرار نمبر 38 کا فیکٹر ہے۔ کیلی کا اسرار نمبر کون سا ہو سکتا ہے؟,2|3|4|8,elementary_mathematics,0
ریٹا پتھر کی دیوار بنانے کے لیے 120 پتھروں کے ڈھیر کو ہاتھ سے منتقل کر رہی ہے۔ اگر h پتھروں کی تعداد کی نمائندگی کرتا ہے جسے وہ ایک بوجھ میں لے جا سکتی ہے، تو کون سا اظہار پتھروں کے پورے ڈھیر کو منتقل کرنے کے لیے درکار بوجھ کی کل تعداد کو ظاہر کرتا ہے؟,120 + گھنٹہ|120ھ|120 −h|120/h,elementary_mathematics,3
طلباء کے ایک گروپ نے اسکول کے بعد باسکٹ بال کا کھیل کھیلا۔ ایکسپریشن 7 x 2 کا استعمال کرتے ہوئے کون سا کل پایا جا سکتا ہے؟,پوائنٹس کی کل تعداد اگر کسی کھلاڑی نے 7 شاٹس بنائے اور ہر شاٹ کی قیمت 2 پوائنٹس تھی۔|باسکٹ بالز کی کل تعداد اگر 7 باسکٹ بالز پرانے اور 2 باسکٹ بال نئے تھے|پوائنٹس کی کل تعداد اگر ایک کھلاڑی کے 7 پوائنٹس ہوں اور دوسرے کھلاڑی کے 2 پوائنٹس ہوں۔|باسکٹ بالوں کی کل تعداد اگر 7 باسکٹ بال ہوں اور 2 باسکٹ بال استعمال نہ کیے گئے ہوں,elementary_mathematics,0
ہر بار جب رامی نے ڈائل کو مشین پر کیا، ڈائل 1 ڈگری بڑھ گیا۔ رامی نے 10 بار ڈائل گھمایا۔ ڈائل منتقل ہونے والی ڈگریوں کی کل تعداد کتنی ہے؟,10|90|110|360,elementary_mathematics,0
"ایک عدد، قریب ترین ہزار تک، 47,000 ہے۔ کون سا نمبر وہ نمبر ہو سکتا ہے جسے گول کیا گیا تھا؟","46,295|46,504|47,520|47,924",elementary_mathematics,1
ایک سرکلر درخت کے تنے کا قطر 8 فٹ ہوتا ہے۔ درخت کے تنے کے ارد گرد پاؤں میں فاصلہ معلوم کرنے کے لیے کون سی مساوات استعمال کی جا سکتی ہے؟,C = 4π|C = 8π|C = 16π|C = 64π,elementary_mathematics,1
سیم نے 18 ڈاک ٹکٹوں کے لیے $8.28 ادا کیا۔ اس شرح پر، سام سنگ کو 12 ڈاک ٹکٹ خریدنے میں کتنا خرچ آئے گا؟,$2.19|$2.28|$3.72|$5.52,elementary_mathematics,3
"مندرجہ ذیل میں سے کون سا نمبر 2,329,500 اور 2,598,100 کے درمیان ہے؟","2,249,550|2,589,200|2,329,333|2,327,900",elementary_mathematics,1
نیلم گریجویشن پارٹی کے لیے غباروں کے گلدستے بنا رہی ہے۔ اس کے پاس 179 غبارے ہیں اور اسے ہر گلدستے میں 7 غبارے ڈالنے کی ضرورت ہے۔ نیلم کتنے گلدستے بنا سکتا ہے؟,32 گلدستے|23 گلدستے|25 گلدستے|26 گلدستے,elementary_mathematics,2
کین اور ٹامی ہار بنا رہے ہیں۔ کین 25 ہار بناتا ہے۔ تامی مجھے کین سے زیادہ ہار بناتی ہے۔ کون سا اظہار کین اور تامی کے بنائے گئے ہاروں کی کل تعداد کو ظاہر کرتا ہے؟,25 + (25+ میٹر)|25 + 25m|25 + میٹر|25m,elementary_mathematics,0
کون سا قول درست ہے؟,5 x 2 کی پیداوار یکساں ہے کیونکہ دونوں عوامل برابر ہیں۔|4 x 4 کی پیداوار طاق ہے کیونکہ دونوں عوامل برابر ہیں۔|2x 7 کی پیداوار یکساں ہے کیونکہ دونوں عوامل طاق ہیں۔|5 x 3 کی پیداوار طاق ہے کیونکہ دونوں عوامل طاق ہیں۔,elementary_mathematics,3
